F16K0005000000;Taps or cocks comprising only cut-off apparatus having at least one of the sealing faces shaped as a more or less complete surface of a solid of revolution, the opening and closing movement being predominantly rotary (taps of the lift-valve type F16K0001000000)
F16K0005020000;with plugs having conical surfaces. Packings therefor
F16K0005040000;with plugs having cylindrical surfaces. Packings therefor
F16K0005060000;with plugs having spherical surfaces. Packings therefor
F16K0005080000;Details
F16K0005100000;Means for additional adjustment of the rate of flow
F16K0005120000;Arrangements for modifying the way in which the rate of flow varies during the actuation of the valve
F16K0005140000;Special arrangements for separating the sealing faces or for pressing them together
F16K0005160000;for plugs with conical surfaces
F16K0005180000;for plugs with cylindrical surfaces
F16K0005200000;for plugs with spherical surfaces
F16K0005220000;Features relating to lubrication
F16K0007000000;Diaphragm cut-off apparatus, e.g. with a member deformed, but not moved bodily, to close the passage (container gates or closures operating by deformation of flexible walls B65D0090560000. means for plugging pipes or hoses F16L0055100000)
F16K0007020000;with tubular diaphragm
F16K0007040000;constrictable by external radial force
F16K0007060000;by means of a screw-spindle, cam, or other mechanical means
F16K0007070000;by means of fluid pressure
F16K0007080000;constrictable by twisting
F16K0007100000;with inflatable member
F16K0007120000;with flat, dished, or bowl-shaped diaphragm
F16K0007140000;arranged to be deformed against a flat seat
F16K0007160000;the diaphragm being mechanically actuated, e.g. by screw-spindle or cam
F16K0007170000;the diaphragm being actuated by fluid pressure
F16K0007180000;with diaphragm secured at one side only, e.g. to be laid on the seat by rolling action
F16K0007200000;with a compressible solid closure member
F16K0011000000;Multiple-way valves, e.g. mixing valves. Pipe fittings incorporating such valves. Arrangement of valves and flow lines specially adapted for mixing fluid
F16K0011020000;with all movable sealing faces moving as one unit
F16K0011040000;comprising only lift valves
F16K0011044000;with movable valve members positioned between valve seats
F16K0011048000;with valve seats positioned between movable valve members
F16K0011052000;with pivoted closure members, e.g. butterfly valves
F16K0011056000;with ball-shaped valve members
F16K0011060000;comprising only sliding valves
F16K0011065000;with linearly sliding closure members
F16K0011070000;with cylindrical slides
F16K0011072000;with pivoted closure members
F16K0011074000;with flat sealing faces
F16K0011076000;with sealing faces shaped as surfaces of solids of revolution
F16K0011078000;with pivoted and linearly movable closure members
F16K0011080000;comprising only taps or cocks
F16K0011083000;with tapered plug
F16K0011085000;with cylindrical plug
F16K0011087000;with spherical plug
F16K0011100000;with two or more closure members not moving as a unit
F16K0011120000;with one plug turning in another
F16K0011140000;operated by one actuating member, e.g. a handle (with one plug turning in another F16K0011120000)
F16K0011160000;which only slides, or only turns, or only swings in one plane
F16K0011180000;with separate operating movements for separate closure members
F16K0011200000;operated by separate actuating members (with one plug turning in another F16K0011120000)
F16K0011220000;with an actuating member for each valve, e.g. interconnected to form multiple-way valves
F16K0011240000;with an electromagnetically-operated valve, e.g. for washing machines
F16K0013000000;Other constructional types of cut-off apparatus (means for plugging pipes or hoses F16L0055100000). Arrangements for cutting-off
F16K0013020000;with both sealing faces shaped as small segments of a cylinder and the moving member pivotally mounted
F16K0013080000;Arrangements for cutting-off
F16K0013100000;by means of liquid or granular medium
F16K0015000000;Functional types
F16K0015000000;Check valves (valves specially adapted for inflatable balls A63B0041000000)
F16K0015020000;with guided rigid valve members
F16K0015030000;with a hinged closure member
F16K0015040000;shaped as balls
F16K0015060000;with guided stems
F16K0015080000;shaped as rings
F16K0015100000;integral with, or rigidly fixed to, a common valve plate
F16K0015120000;Springs for ring valves
F16K0015140000;with flexible valve members
F16K0015160000;with tongue-shaped laminae
F16K0015180000;with actuating mechanism. Combined check valves and actuated valves
F16K0015200000;specially designed for inflatable bodies, e.g. tyres (connecting valves to inflatable elastic bodies B60C0029000000)
F16K0017000000;Safety valves. Equalising valves (pressure relief devices for aerosol containers B65D0083700000)
F16K0017020000;opening on surplus pressure on one side. closing on insufficient pressure on one side (check valves F16K0015000000)
F16K0017040000;spring-loaded
F16K0017060000;with special arrangements for adjusting the opening pressure
F16K0017080000;with special arrangements for providing a large discharge passage
F16K0017100000;with auxiliary valve for fluid operation of the main valve
F16K0017120000;weight-loaded
F16K0017140000;with fracturing member
F16K0017160000;with fracturing diaphragm
F16K0017164000;and remaining closed after return of the normal pressure
F16K0017168000;combined with manually-controlled valves, e.g. a valve combined with a safety valve
F16K0017180000;opening on surplus pressure on either side
F16K0017190000;Equalising valves predominantly for tanks
F16K0017192000;with closure member in the form of a movable liquid column
F16K0017194000;weight-loaded
F16K0017196000;spring-loaded
F16K0017200000;Excess-flow valves (actuated in consequence of shock or similar extraneous influence F16K0017360000)
F16K0017220000;actuated by the difference of pressure between two places in the flow line
F16K0017240000;acting directly on the cutting-off member
F16K0017260000;operating in either direction
F16K0017280000;operating in one direction only
F16K0017300000;spring-loaded
F16K0017320000;acting on a servo-mechanism or on a catch-releasing mechanism
F16K0017340000;in which the flow-energy of the flowing medium actuates the closing mechanism
F16K0017360000;actuated in consequence of extraneous circumstances, e.g. shock, change of position
F16K0017380000;of excessive temperature
F16K0017400000;with fracturing member, e.g. fracturing diaphragm, fusible joint (valves with fracturing member opening on surplus pressure on one side F16K0017140000)
F16K0017420000;Valves preventing penetration of air in the outlet of containers for liquids
F16K0021000000;Fluid-delivery valves (specially adapted for aerosol containers B65D0083440000. for liquid handling B67D. for flushing devices for water-closets or the like E03D)
F16K0021020000;providing a continuous small flow
F16K0021040000;Self-closing valves, i.e. closing automatically after operation
F16K0021060000;in which the closing movement, either retarded or not, starts immediately after opening
F16K0021080000;with ball-shaped closing members
F16K0021100000;with hydraulic brake cylinder acting on the closure member
F16K0021120000;with hydraulically-operated opening means. with arrangements for pressure relief before opening
F16K0021140000;with special means for preventing the self-closing
F16K0021160000;closing after a predetermined quantity of fluid has been delivered (F16K0021100000 takes precedence)..
F16K0021180000;closed when a rising liquid reaches a predetermined level (float-actuated valves F16K0031180000)
F16K0021200000;by means making use of air-suction through an opening closed by the rising liquid
F16K0023000000;Valves for preventing drip from nozzles
F16K0024000000;Devices, e.g. valves, for venting or aerating enclosures (equalising valves F16K0017000000. arrangement or mounting in pipes or pipe systems F16L0055070000. venting or aerating as an additional function of steam traps or like apparatus F16T. ventilation of rooms, vehicles, see the appropriate subclass, e.g. F24F)
F16K0024020000;the enclosure being itself a valve, tap, or cock
F16K0024040000;for venting only (F16K0024020000 takes precedence)..
F16K0024060000;for aerating only (F16K0024020000 takes precedence)..
F16K0025000000;Details
F16K0025000000;Details relating to contact between valve members and seats (movement of valve members other than for opening and closing F16K0029000000. sealing constructions, see the appropriate groups according to the type of valve).
